Majority.protein.IDs	Gene.names	quantified	Potential.contaminant	Intensity_Ctrl_acetylated_1	Intensity_Ctrl_acetylated_2	Intensity_Ctrl_acetylated_3	Intensity_GFP_Atg8_acetylated_1	Intensity_GFP_Atg8_acetylated_2	Intensity_GFP_Atg8_acetylated_3	LFQIntensity_Ctrl_acetylated_1	LFQIntensity_Ctrl_acetylated_2	LFQIntensity_Ctrl_acetylated_3	LFQIntensity_GFP_Atg8_acetylated_1	LFQIntensity_GFP_Atg8_acetylated_2	LFQIntensity_GFP_Atg8_acetylated_3	ImputedIntensity_Ctrl_acetylated_1	ImputedIntensity_Ctrl_acetylated_2	ImputedIntensity_Ctrl_acetylated_3	ImputedIntensity_GFP_Atg8_acetylated_1	ImputedIntensity_GFP_Atg8_acetylated_2	ImputedIntensity_GFP_Atg8_acetylated_3	iBAQ_Ctrl_acetylated_1	iBAQ_Ctrl_acetylated_2	iBAQ_Ctrl_acetylated_3	iBAQ_GFP_Atg8_acetylated_1	iBAQ_GFP_Atg8_acetylated_2	iBAQ_GFP_Atg8_acetylated_3	razorUniqueCount_Ctrl_acetylated_1	razorUniqueCount_Ctrl_acetylated_2	razorUniqueCount_Ctrl_acetylated_3	razorUniqueCount_GFP_Atg8_acetylated_1	razorUniqueCount_GFP_Atg8_acetylated_2	razorUniqueCount_GFP_Atg8_acetylated_3	AveExpr_GFP_Atg8_acetylated__vs__Ctrl_acetylated	logFC_GFP_Atg8_acetylated__vs__Ctrl_acetylated	P.Value_GFP_Atg8_acetylated__vs__Ctrl_acetylated	adj.P.Val_GFP_Atg8_acetylated__vs__Ctrl_acetylated
P0CX53	RPL12A	+		27.3268368045478	26.99595765128133	26.454100041821427	26.7943593929596	27.398121138408108	26.837152694095344	26.80830601650951	26.42429951890249	25.940068455968273	26.156084774107647	26.77751255870285	26.273415767070205	26.357249694004885	26.577174366148995	26.264438158855015	26.291985370409687	26.308366508158198	26.580472993684193	27.706391673691474	26.99705734581363	26.46506659040221	26.865289375305107	27.429158267883317	26.870322903270296	3	5	5	5	4	3	26.39661451521016	-0.00601244891894126	0.9665976810239855	0.9965342103788666
P0CX55	RPS18A	+		27.980701092171003	27.529247670307083	27.488279000896178	27.59326444894715	28.38764694633446	27.352846831321568	26.14338640608161	25.686401141164072	25.61986375694178	25.74550948689385	26.51544587556011	25.412300811077383	25.692330083576987	25.839275988410577	25.94423345982852	25.88141008319589	26.04629982501546	25.71935803769137	28.20825286786963	27.378344271394333	27.347242456031907	27.512191337847604	28.26668098236462	27.234013947051466	11	10	12	10	14	10	25.85381791295314	0.05707613802887934	0.6760784236989279	0.9965342103788666
P0CX82	RPL19A	+		28.07299430944027	27.64056543834931	27.127322951081542	27.251947640799173	27.805203634038087	27.543129757592496	26.685140080901316	26.099629286403317	25.541093542281757	25.70511345431055	26.203097894312286	25.963527693371155	26.234083758396693	26.252504133649822	25.8654632451685	25.84101405061259	25.733951843767635	26.270584919985144	28.815119257968657	28.004235212266316	27.50085957904703	27.685447702529387	28.198810842898002	27.938870046152154	10	14	9	9	10	10	26.03293365859673	-0.16883344094988217	0.40701931728741564	0.9965342103788666
P0CX84	RPL35A	+		28.390335657477213	27.868235067517325	27.30186190530206	27.514372928132246	28.015910436880407	27.761892988856115	27.105198939066725	26.443159632197716	25.845155019752067	26.11484525445559	26.521018679458074	26.3597837365612	26.6541426165621	26.59603447944422	26.16952472263881	26.25074585075763	26.051872628913422	26.66684096317519	29.939815528063203	29.039259763491938	28.482753455325152	28.755227911920066	29.216872567797928	28.964988199473375	7	8	6	6	8	7	26.398193543581897	-0.15008079193296453	0.5048201856944634	0.9965342103788666
P10080	SBP1																											1	1	1	0	1	0				
P10081	TIF2	+		26.222548769662804	25.82099304770786	24.921922998478724	25.660513681142024	26.872740156987398	25.397085607407163	24.916036793837065	24.265579852620842	23.630848005177565	24.094299216304385	24.712772778173807	23.980088487329876	24.464980471332442	24.418454699867347	23.955217708064307	24.230199812606426	24.243626727629156	24.287145713943865	25.379711217470035	24.599700320903708	23.710497125723055	24.509051242151084	25.68138486512616	24.207863395245663	8	8	6	9	9	7	24.26660418890726	-0.025893541694884448	0.8773995101223633	0.9965342103788666
P10591	SSA1	+		29.857061057281562	29.33410615165204	29.58113378824452	29.632011165916442	30.464273777406934	29.347655655931305	26.724183192203743	26.166673505104242	26.29408229233313	26.45930290733393	27.29797708038322	26.154118132811952	26.27312686969912	26.319548352350747	26.61845199521987	26.59520350363597	26.828831029838568	26.46117535942594	28.277257910922586	27.375847830681685	27.63274232132265	27.743583132759294	28.535952891379488	27.4214678496036	32	33	42	38	50	33	26.51605618502837	0.22469422521024995	0.18809630254354195	0.9965342103788666
P10592	SSA2	+		29.09460531565895	28.631828702372065	28.483693412664216	28.91979433225011	29.404777508030573	28.272952356665545	27.14268962297462	26.695522380481318	26.76460284578001	27.07005541359898	27.578904379478832	26.53751323061488	26.691633300469995	26.848397227727823	27.088972548666753	27.20595600990102	27.10975832893418	26.84457045722887	27.474160184802628	26.632928396904365	26.494659961244995	26.990724314595617	27.435814637505782	26.306122565840496	11	10	12	10	13	9	26.964881312154773	0.1770939063998398	0.2980570843427453	0.9965342103788666
P10659	SAM1	+		26.75351215762565	26.250183500678666	26.671471204001527	26.447235453869723	27.26175647828536	26.052129035058687	25.199402313824766	24.39221167414187	24.70870660960507	24.5936578282017	25.106160506379762	24.143686197659896	24.748345991320143	24.545086521388374	25.03307631249181	24.72955842450374	24.63701445583511	24.450743424273885	25.981063933324275	25.099280101765913	25.530434659137256	25.366162342770178	26.14079051431552	24.93329615078859	11	10	13	12	16	10	24.690637521635512	-0.16973084019586793	0.32946914320235465	0.9965342103788666
P10664	RPL4A	+		26.661620459629155	26.3235601466781	26.065446663962536	25.996025773431775	27.410898739285223	26.222841140274504	24.499129714222292	24.17373400887719	24.097363801968537	23.917236939958443	25.239973716161643	24.229554790214205	24.04807339171767	24.326608856123695	24.42173350485528	24.053137536260483	24.77082766561699	24.536612016828194	26.041175328772834	25.3246598412104	25.07641321254332	25.06695575577728	26.44193586876043	25.25601134944945	8	6	7	4	14	7	24.359498828567048	0.18805382200300258	0.41456910765599186	0.9965342103788666
P10964	RPA190	+		22.407874296284884	22.173562164521663	21.659074426315645	21.95189830195114	22.697652071907683	21.73840724396121	21.58574790364489	21.55924347864302	20.860745931439965	21.087604305219738	21.60984874849892	20.788563976605467	21.134691581140267	21.712118325889524	21.185115634326706	21.22350490152178	21.140702697954268	21.095621203219455	19.402765315193236	18.789998008818635	18.2853771246611	18.63816443406132	19.344025351147565	18.386913602900837	2	1	0	1	1	0	21.248625724008665	-0.19069891288700092	0.40236017935561896	0.9965342103788666
P11076	ARF1	+		22.959546024513156	21.04745332381952	21.948944572238496	22.251684367040102	22.58565530977249	22.17202364997454	22.390212523797064		21.22786021509544	21.669675100405346	22.096864237367498	21.57104664133101	21.93915620129244	19.639595429681282	21.55222991798218	21.805575696707386	21.627718186822847	21.878103867944997	23.049594276461846	20.759046401156834	21.67040450362429	22.033107732190622	22.327185822052716	21.915687241954505	2	2	1	2	1	2	21.40706321673852	0.7268054008397726	0.270686793535338	0.9965342103788666
P11154	PYC1	+		23.2457665178293	21.617073938092705	22.4320273679683	21.964684761804776	23.378568455785697	22.081393063975263	21.898534521161913	21.069353915695412	21.07276983032311	21.110013478586485	21.993145194691962	20.921484968932013	21.44747819865729	21.222228762941917	21.397139533209852	21.245914074888525	21.52399914414731	21.228542195546	21.04035888625182	19.03321113190385	19.858031415827927	19.45065224342913	20.82464308453975	19.529600772429056	1	0	2	0	3	2	21.34421698489848	-0.022797026742406246	0.8982275035531374	0.9965342103788666
P11353	HEM13			22.242496410264263	21.538449082746855	21.50752827307162	21.592774000868765	21.964399464242007	21.363921650123736													21.622051279407938	20.539548777279155	20.518494821652403	20.663703983214273	20.995436593717216	20.397091859298683	0	0	1	1	1	0				
P11412	ZWF1	+		20.735737968912613		20.382683546648835	20.605912968968795	22.3275296193688	21.308171910181017					21.513435093217996	20.521162565633738	20.13688565059506	19.47884197238992	20.18915396986208	20.373196289873313	21.044289042673345	20.828219792247726	19.331021529111727		18.609378786285053	18.892571642369738	20.574295439899444	19.557070810411403	0	1	0	0	1	1	20.34176445294024	0.8136078439824459	0.04223833723173651	0.9965342103788666
P11484	SSB1	+		29.956603123950245	29.303449083965756	29.618603600034298	29.55676189466391	30.414703137011198	29.22558652252911	27.153280380450216	26.459687724975527	26.843009335315532	26.82971535682248	27.69247363553154	26.457640511836978	26.702224057945593	26.612562572222032	27.167379038202274	26.96561595312452	27.22332758498689	26.764697738450966	28.599192398927716	27.56758318433185	27.892604554448873	27.890726282843215	28.7087746723202	27.521791137537853	25	30	35	29	37	29	26.90596782415538	0.1571585360641592	0.4558708170236746	0.9965342103788666
P11745	RNA1			22.256038184161504	21.473960108645112	21.452687267122492	21.616020281655807	22.12786022545082	21.451256899766683													20.898627459138975	19.738094209011205	19.726688221537067	19.949984669835107	20.421931760759822	19.747461514775427	1	0	0	0	0	0				
P11972	SST2			21.00210408290643		20.858693989454153		22.200674896275522														19.422300936547455		18.91030252253228		20.272354010248076		0	0	0	0	1	0				
P12385	SUP45	+		23.957605922936498	23.52693998467716	22.976796762446124	23.713103913721444	24.043245443474785	23.554278751929388	22.86771074847165	22.30460964925354	21.86132692617155	22.583592868891575	22.878308598314337	22.451004544898332	22.416654425967028	22.457484496500044	22.18569662905829	22.719493465193615	22.409162547769686	22.75806177151232	22.699730871464883	21.890609758594167	21.350333390411613	22.146603975451658	22.436852652334704	21.950019040489046	3	3	3	2	2	2	22.491092222666833	0.27562741098341803	0.12753489728708098	0.9965342103788666
P12612	TCP1	+		21.57660105691374	20.907218710364077	21.324046191057544	21.17649884777835	22.392091239673864	21.08508598606911	20.873047903962615	20.206379349256345	20.58742172749827	20.47696468767178	21.50320194005202	20.295527711884624	20.42199158145799	20.35925419650285	20.911791430385012	20.61286528397382	21.034055889507368	20.602584938498612	20.17188461711286	19.124047095951813	19.550741430693762	19.463157521179298	20.63885706020451	19.333984886299497	0	1	2	1	1	0	20.65709055338761	0.1854896345446484	0.4946358946102709	0.9965342103788666
P12695	LAT1			21.647112971883008	21.213464525562042	21.062793745268667	21.39096608749386	22.3044073081722	20.924991646598087													20.673030886411986	19.86092726547964	19.720123339234746	20.10825911522467	20.981807483032707	19.604524901158335	0	0	0	0	1	0				
P12709	PGI1	+		28.637934039593773	28.214145520217905	27.92607379234684	28.178757224249054	28.761450404290255	28.099281045099197	25.761863145135955	25.19187671285682	24.90792294758129	25.173658686541838	25.69955212051319	25.042123747184135	25.31080682263133	25.344751560103326	25.232292650468032	25.30955928284388	25.230406069968538	25.349180973798124	27.54355772040504	26.74131402641779	26.46310915259521	26.775756018262147	27.31855634543305	26.658520065941737	18	22	18	14	22	17	25.296166226635535	0.00043176446928683276	0.9965342103788666	0.9965342103788666
P12904	SNF4																											0	0	0	0	1	0				
P12962	CAF20	+		27.002964426933435	26.67370982435897	25.787105111514297	25.968087288211606	26.18700434196636	26.501405346565374	25.542112732609144	25.2276525897407	24.176319722608635	24.664043574295796	24.512570731251998	24.865984578841502	25.09105641010452	25.380527436987204	24.500689425495377	24.799944170597836	24.043424680707346	25.17304180545549	27.74508937546182	27.037379598275976	26.160641739479786	26.40158734994182	26.58061155082628	26.89714563512503	6	6	7	4	5	6	24.831447321557967	-0.31862087194214084	0.40350020740214104	0.9965342103788666
P13188	GLN4	+		23.240756546332637	22.954223206003636	22.94837846124216	23.08627619914071	23.34450140037701	22.428898627018604	22.145887845566822	21.85959249023981	21.86899628129894	21.647244443239277	21.99043571254477	21.41275992480177	21.6948315230622	22.012467337486314	22.193365984185682	21.783145039541317	21.521289662000118	21.719817151415757	21.1463802271439	20.48139171220352	20.48541382149053	20.683274993153802	20.901607341519803	19.98813764786114	3	4	1	3	3	2	21.82081944961523	-0.29213766392566853	0.16201838968978413	0.9965342103788666
P13298	URA5																											0	0	0	0	0	1				
P13517	CAP2																											1	0	0	0	0	1				
P13663	HOM2	+		25.098542246443195	24.587695695413093	25.27984950729309	25.152541711343897	25.948513433103415	24.35359941704343	24.34804732214985	23.75456989805665	24.278024575804306	24.083975272379313	24.9018545108501	23.64197377471889	23.896990999645226	23.907444745303156	24.602394278691047	24.219875868681353	24.43270846030545	23.949031001332877	24.32609402214182	23.436792296500343	24.138812962428823	24.071468600244355	24.827547469133574	23.23476653277333	4	4	6	5	5	3	24.16807422565985	0.0649284355600841	0.7954836795170224	0.9965342103788666
P14120	RPL30			23.079148149393543	23.17493238564282	22.155086111576065	22.47936582748582	23.48274026776702	22.830919207823786													24.306699925092172	24.02402898673007	23.014049566711794	23.398292716386276	24.361774303797176	23.712086323553685	1	1	1	1	1	1				
P14126	RPL3	+		27.12478224446166	26.49496163727626	26.198168484408388	25.90122137967898	27.0627170210098	26.476937904186002	24.317515709097755	23.732709424479715	23.419432650543257	23.416149239622882	24.399567522120602	23.66232795697152	23.86645938659313	23.88558427172622	23.74380235343	23.552049835924922	23.93042147157595	23.96938518358551	26.35233402016029	25.34405823836351	25.05713193954412	24.820148268579437	25.941751057039955	25.358105019915904	11	16	15	14	24	13	23.824617083805954	-0.014663173554325226	0.9236983784790969	0.9965342103788666
P14540	FBA1	+		29.6801966780893	29.168569915876503	28.9503237381161	29.257517617436957	29.811374025868734	28.96760422615614	27.87809639000004	27.26404665581859	26.961389149714684	27.380411223578403	27.819741445271127	27.05626663702957	27.427040067495415	27.416921503065094	27.285758852601425	27.516311819880443	27.350595394726476	27.363323863643558	29.22967654867529	28.339594611851116	28.131215288139195	28.498372601224776	29.012336156786255	28.170699436773404	20	22	20	22	26	21	27.393325250235403	0.03350355169618524	0.7594467526432278	0.9965342103788666
P14681	KSS1					20.3437230295187	19.525746365493667	21.239605404669522																19.276687066098205	18.5186738358379	20.192640022143458		0	0	0	0	1	0				
P14742	GFA1			21.66126337272028	20.609692681019	21.401958619548818	20.900544468138413	22.394758100404374	20.65222134237246													19.92534102444402	18.49531515813136	19.29744795070966	18.85599723306398	20.310318012459646	18.569914334127475	1	1	1	1	1	1				
P14832	CPR1	+		29.193011070386653	28.586791687481586	27.773972407758365	28.3577079215364	28.38773608941093	28.489468249324457	27.303674959729374	26.564013765889612	25.85388479760178	26.381007623302885	26.42806703057118	26.575867886954505	26.85261863722475	26.716888613136117	26.17825450048852	26.516908219604925	25.95892098002653	26.882925113568493	29.742490940972644	28.7578163834562	27.95486395778146	28.598562905324215	28.58869822032845	28.692563459941717	15	15	13	14	10	18	26.517752677341555	-0.12966914588314538	0.6696448764462726	0.9965342103788666
P14906	SEC63																											0	1	0	0	0	0				
P15019	TAL1	+		26.381661530282887	25.85112890101688	25.80613568880885	25.84752034992038	26.633981903168824	25.838512928366097	24.51590997638069	23.99169223736971	23.84203002895069	23.9801556192743	24.70315501636512	23.893375417489597	24.064853653876067	24.144567084616213	24.16639973183743	24.11605621557634	24.23400896582047	24.200432644103586	25.683213887425293	24.77422608354791	24.739099725388357	24.840447820264615	25.587016520642756	24.793680625539775	9	8	7	8	11	6	24.15438638263835	0.05822578505689435	0.5741484148543041	0.9965342103788666
P15108	HSC82	+		29.515145304767568	29.125800320145675	28.57836197958016	29.09388385874698	29.507986212372142	28.938580217452593	26.166308531025532	25.681789696639786	25.186087029120053	25.693971285684736	26.03903717249858	25.556776509381287	25.71525220852091	25.83466454388629	25.510456732006794	25.829871881986776	25.56989112195393	25.863833735995275	27.855171809724606	27.087371650491338	26.5498001639743	27.125285476905848	27.49949497766071	26.932222062440903	33	41	26	36	39	34	25.72066170405833	0.06774108517399569	0.6418078503185825	0.9965342103788666
P15180	KRS1	+		24.87856764102174	24.290749266279573	23.74394367258181	24.075109580774964	24.642539054634543	24.167977302308422	23.540203377259246	22.80029977623784	22.317071670441408	22.591167114862575	23.000052797707696	22.653413008090904	23.089147054754623	22.953174623484344	22.64144137332815	22.727067711164615	22.530906747163044	22.960470234704893	23.67316000944426	22.706886460090715	22.169947720441435	22.561077062399313	23.088613683388598	22.616185010762216	4	4	5	3	8	6	22.817034624099946	-0.15510611951151887	0.4209254430882057	0.9965342103788666
P15274	AMD1			21.72709844189102																		19.81714669383971						1	0	0	1	0	0				
P15303	SEC23	+		22.36394303220965	21.598891222748403	21.485869688224046	21.931250780743667	22.29380811345843	21.895533422080916	21.503065207103404	20.765773640834663	20.65315874325182	21.09668491789398	21.464881978251263	21.0281335049562	21.05200888459878	20.918648488081168	20.97752844613856	21.23258551419602	20.995735927706612	21.33519073157019	20.784139885850674	19.640632901778044	19.537478221302173	20.04282274758652	20.365487227430982	19.96934561575321	0	1	1	0	1	0	21.085282998715225	0.20510878488477147	0.289729107032279	0.9965342103788666
P15454	GUK1	+		22.307611628191093	21.42182383957866	21.10899770730816	21.373173950425183	22.254344863776442	21.638215726250458	22.064891735464375	21.138149783591903	20.677060980951882		21.875363825633226	21.372218805986424	21.61383541295975	21.291024630838407	21.001430683838624	18.802072346944406	21.406217775088574	21.679276032600413	22.272128998055926	21.007886034832115	20.704926756610096	21.02906643349185	21.870344493972805	21.256348436146563	1	2	0	1	0	1	20.965642813711696	-0.6729081910011345	0.4203535280919744	0.9965342103788666
P15624	FRS1	+		22.475678890178852	21.81294403340386	21.780301263063414	21.994511996419156	23.068533605032446	21.919929765331286	21.670276319596507	21.00867467666884	20.97170955109967	21.187846305494887	22.175555946324433	21.07971471794186	21.219219997091884	21.161549523915344	21.296079253986413	21.323746901796927	21.70640989577978	21.38677194455585	21.025158760764842	19.983968729378468	19.961192813086505	20.235366980206976	21.269495735949967	20.12302497594855	1	1	1	1	2	0	21.348962919521032	0.2466933223796417	0.20606384211382178	0.9965342103788666
P15625	FRS2	+		24.078770237385033	23.456047160908497	23.617388432120343	24.178722287023316	24.254772308110557	23.45672576562072	22.765660126383736	22.130536314378293	22.36168895344631	22.532497305983554	22.952359743047104	21.915289598939253	22.314603803879113	22.283411161624798	22.686058656333053	22.668397902285594	22.483213692502453	22.22234682555324	22.77026911284345	21.769090861755537	21.940298987015865	22.561596275683563	22.59775344390051	21.80183998111041	2	3	3	1	5	2	22.443005340363044	0.029961599501440617	0.8760953464687253	0.9965342103788666
P15646	NOP1	+		23.03871273138462	22.705500562301108	24.581169313972687	23.061237847068735	25.703353071154336	22.68741872247074	21.878749756964154	21.193203964884656	23.423331638674426	21.861386754582906	24.363732404849518	21.68452400354191	21.42769343445953	21.34607881213116	23.747701341561168	21.997287350884946	23.894586354304867	21.991581230155898	22.58819260197061	21.87652525827572	23.76206086399578	22.302092830856555	24.904315202071857	21.890513933088002	2	3	7	1	3	1	22.40082142058293	0.4539937823979514	0.6046384659045847	0.9965342103788666
P15703	BGL2	+		26.24445660578966	25.808896045940116	25.4921227399261	25.793856290533025	26.42925629287469	25.56238474967833	25.02924762268771	24.549675990094187	24.276129376119066	24.571128717363017	25.15304773332896	24.279387840376284	24.578191300183086	24.70255083734069	24.600499079005807	24.707029313665057	24.68390168278431	24.586445066990272	26.208973975654498	25.39495824119357	25.088051789228036	25.449748773599687	26.045255923071057	25.180517459574435	5	4	3	4	4	4	24.64310287999487	0.03204494897001808	0.7560228238238179	0.9965342103788666
P15705	STI1	+		23.847780727276216	23.23762836250755	22.663524445271804	22.922764221741065	23.248842677716755	23.124774949310833	23.362144359517902	22.549233557362225	22.186188460915776	22.41050841474975	22.562091348206586	22.599640254076522	22.91108803701328	22.70210840460873	22.510558163802518	22.54640901105179	22.092945297661934	22.90669748069051	22.352866478503753	21.364258939123708	20.800021875936444	21.11922508617043	21.405410689275822	21.283476040569642	2	3	4	3	2	3	22.611634399138126	-0.19256760534009487	0.44971849528769603	0.9965342103788666
P15731	UBC4			18.47348046945516	18.348398023217708	17.798104321707783	17.876220751205558	18.819631046458763	17.793429438810417													20.022960340041152	19.519422719192317	18.978995871730877	19.117075734993378	20.020593177376284	18.99652464942768	0	0	0	0	1	0				
P15891	ABP1	+		23.559706398918596	22.93868107748848	22.207410439322434	22.782935639455342	23.09190762666626	22.68975862500691	22.106412300425355	21.7273434951216	20.973703041054605	21.558645948616952	21.924979907325806	21.46832583025393	21.65535597792073	21.880218342368103	21.298072743941347	21.694546544918992	21.455833856781155	21.77538305686792	21.899732903875634	20.90025240783414	20.17884862371658	20.81433725761421	21.083416391954827	20.683400469995224	2	3	1	2	3	0	21.626568420466377	0.030705464779298808	0.8861201854132443	0.9965342103788666
P15992	HSP26	+		23.811203081177393	23.488419511419014	24.03231617460504	22.86811436133505	24.81726162415615	23.077373660706044	22.98400967911572	22.166456263366626	22.682195331771087	21.868843725518442	23.44794056266079	21.727855450146635	22.532953356611095	22.31933111061313	23.00656503465783	22.004744321820482	22.97879451211614	22.034912676760623	23.775720451042226	23.07448170667247	23.628245223906976	22.52400684440171	24.433261254352512	22.69550637060215	3	3	3	3	4	2	22.479550168763215	-0.28013266372826706	0.42450607963885334	0.9965342103788666
P16120	THR4	+		24.51178666917879	24.578833683279296	24.20306282260077	24.293251038116107	25.194792767239797	24.12085468509508	22.906287108403856	22.35871598332509	22.185335818858476	22.43396880880418	22.874099776987368	22.24858372239228	22.455230785899232	22.511590830571595	22.509705521745218	22.56986940510622	22.404953726442717	22.555640949006268	23.30637903760131	22.994970877090438	22.629066870460395	22.779218519740457	23.64086739599385	22.569062393548872	3	5	1	0	7	6	22.501165203128544	0.017978980779719933	0.8820534510443114	0.9965342103788666
P16140	VMA2	+		25.374673372676035	25.035390296430567	25.673068723846853	25.590794324308373	26.505280884887327	24.665403800444487	23.10561570758147	22.584814817392978	23.249205050281166	23.129460059763634	23.998467078447728	22.324737617767095	22.654559385076848	22.737689664639483	23.573574753167907	23.265360656065674	23.529321027903077	22.631794844381083	24.066172248134453	23.348433997277606	23.995979278742375	23.97366831296862	24.84826202067728	23.010518015934178	8	8	13	10	15	6	23.06538338853901	0.15355090848853337	0.665433987133766	0.9965342103788666
P16387	PDA1	+		25.54804507437648	25.015753110395295	26.27175950666024	25.73329425664171	26.686623307552775	24.845998383968375	23.345785437700606	22.759675596209895	23.91226313211732	23.530279756036187	24.381969433993724	22.55332250375161	22.894729115195982	22.9125504434564	24.236632835004063	23.666180352338227	23.912823383449073	22.860379730365597	24.39708522682138	23.486338088228813	24.752211338542242	24.27370952228844	25.187145720329205	23.348653876444544	6	5	13	6	11	4	23.413882643301555	0.1318236908321495	0.7820264050668523	0.9965342103788666
P16474	KAR2	+		25.581043200683723	24.91927989248747	24.653429956029075	25.102646144183236	25.361199261659966	24.705940600074246	23.99819709770491	23.257342231723026	22.877491687114595	23.378588431306852	23.671759271413645	23.127401971673738	23.547140775200287	23.41021707896953	23.201861390001337	23.514489027608892	23.202613220868994	23.434459198287726	24.08612895191126	23.045910469103628	22.789927386693716	23.299107008612605	23.517767273219032	22.864641691333055	4	5	3	5	7	4	23.38513011515613	-0.002552599135182021	0.9866970785545719	0.9965342103788666
P16521	YEF3	+		28.438239134241403	27.949365683255934	27.564765656966085	27.802209778960965	28.64941310283009	27.70283068914887	25.917428717747605	25.197549524059305	24.782745615547753	25.094970528303453	25.611002220339127	24.88655191110477	25.46637239524298	25.35042437130581	25.107115318434495	25.230871124605493	25.141856169794476	25.19360913771876	26.373009160712183	25.505680535115335	25.13094736287397	25.428354918633577	26.235665389632402	25.29121605565092	27	26	24	24	28	22	25.248374752850335	-0.11919188428818472	0.3746855169069976	0.9965342103788666
P16550	APA1	+		22.146752465010522	21.722810032141123	21.51635370383264	21.514654105595117	22.27770795988539	21.345503356139634	21.356584147592056	20.948790618312444	20.73868348940483	20.75004131383645	21.52693606965405	20.589769538933208	20.905527825087432	21.10166546555895	21.063053192291573	20.88594191013849	21.057790019109397	20.896826765547196	21.5263073341542	20.723909726673423	20.527320252413418	20.585584087940624	21.3087450893606	20.378673565314582	1	1	1	1	2	0	20.98513419628884	-0.07656259604762639	0.6715912047718553	0.9965342103788666
P16603	NCP1																											1	1	1	1	1	1				
P16649	TUP1																											1	1	0	0	0	0				
P16861	PFK1	+		29.014444497918138	28.60750066353219	25.271656508213457	28.526408009658237	26.328712586489992	28.353220657286077	27.32537274739593	26.712040883689905	26.454388538455174	26.71109253192185	27.437199288840585	26.50256800905699	26.87431642489131	26.86491573093641	26.778758241341915	26.84699312822389	26.968053238295933	26.80962523567098	26.80903686634066	26.02363785734333	22.69766055607308	26.012375491282587	23.774787215244043	25.80142836573987	2	6	5	5	8	5	26.85711033322674	0.03556040167372032	0.7295581459149816	0.9965342103788666
P16862	PFK2	+		27.520713251289962	27.019637745461417	26.967144205143377	27.466673456759562	28.040325615791975	26.670695819356983	25.276873744315775	24.625600832174978	24.616617154985146	24.82240822857244	25.248409780801534	24.434356274570522	24.825817421811152	24.778475679421483	24.940986857871888	24.95830882487448	24.779263730256883	24.74141350118451	25.57834002554628	24.698809345106355	24.656182658836794	25.215675344217708	25.74943465037982	24.381937933644572	16	15	15	14	20	14	24.83737766923673	-0.022097967596213408	0.8483262184008439	0.9965342103788666
P16892	FUS3	+		22.94669080435643	21.70496077651788	24.678241534527135	23.983532594053273	25.84362413414231	22.071468091038007	22.264032620351724		23.87188634844421	23.164251119853645	25.035883001398734	21.384921259684027	21.8129762978471	19.33579634901337	24.196256051330952	23.300151716155685	24.566736950854082	21.691978486298016	22.40870783369208	20.78852263124215	23.771670243299887	23.136924736590753	24.95712342380949	21.18710046040493	1	1	2	1	4	1	22.483982641916533	1.4046128183721187	0.33309297278504996	0.9965342103788666
P17076	RPL8A	+		22.888820155748228	22.03240866683893	22.125787084819486	21.588748484944517	22.962086341663003	21.99304797315069	22.12683095792297	21.248393087675847	21.34352038097539	20.77244256786073	22.153248020117083	21.226078867871813	21.675774635418346	21.401267934922352	21.667890083862133	20.90834316416277	21.68410196957243	21.5331360944858	22.5314094307257	21.296542767205022	21.39978803923406	20.92271287312382	22.256157876972004	21.289252588159435	1	2	2	2	3	2	21.478418980403973	-0.20645047532727645	0.43663185684790967	0.9965342103788666
P17255	VMA1	+		27.40639865527901	26.69176848742558	26.996392198165466	27.021902591103686	27.718558286409692	26.441320933650058	25.21608551570256	24.405061977566582	24.759212631159354	24.75710307681351	25.374018811315214	24.201972672069612	24.765029193197936	24.557936824813087	25.083582334046095	24.89300367311555	24.904872760770562	24.5090298986836	25.001682215478123	23.908596873013316	24.223087437801684	24.30856126450463	24.965324106940336	23.690219833880445	14	13	15	12	21	9	24.78557578077114	-0.033214006495796866	0.8640350410466078	0.9965342103788666
P17423	THR1			20.872305893887745	20.658471962889177	20.584018718194926	21.40566528298957	21.370840098537215	20.205734554733016													20.514895168865216	19.92260606325527	19.8580196726095	20.73962967116887	20.664911633846216	19.50193916974176	1	1	1	1	0	0				
P17505	MDH1				19.660529671086096				19.167491405829182														18.831554367060708				18.37058661644644	0	0	0	0	0	1				
P17555	SRV2			22.491067602104653	21.771880244273476	22.106399040794535	22.080902571872343	22.724847820220173	21.821006287404085													21.455584971969486	20.35794243952693	20.702328090096472	20.73679505493901	21.34084745041654	20.43913899730019	0	1	1	1	1	1				
P17649	UGA1	+		22.530171980714716	21.711748882976057	21.82408168967558	22.10504495844607	22.510082137836577	21.385023461386854	22.480527675602406	21.527886201482502	21.481469735341875	21.829492225145238	22.239970075453137	21.063773717978222	22.029471353097783	21.680761048729007	21.805839438228617	21.965392821447278	21.770824024908485	21.37083094459221	21.379212133159616	20.182333860809575	20.30453352155758	20.645460224092794	21.010604550613003	19.887678953863023	0	0	1	1	2	0	21.770519938500563	-0.13634134970247658	0.5353988873810119	0.9965342103788666
P17695	GRX2			22.039208069049653	20.882728490144675	21.118218396347388	21.059233013567415	21.647164235276872	21.081694072337143													22.588687939635644	21.053753186119287	21.299109946370482	21.300087997355234	21.848126366194393	21.284789282954403	0	1	1	1	1	1				
